"","Beer Style","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds"
"35","Black Tuesday","4.20997375328084","4.47769028871391","4.30183727034121","4.4002624671916","4.51049868766404","18.2","87","0.727653220865278","0.500158836492201","0.491476598764969","0.577448958221191","0.576874530847375","0","0"
"36","Blind Pig IPA","4.36021034180543","4.35319894829097","4.18799298860649","4.1603856266433","4.30893952673094","6.1","7","0.473373067443293","0.40734573426877","0.39506329044796","0.458974285795289","0.436140184315621","0","0"
"37","Bourbon Barrel Barleywine","4.09193548387097","4.36935483870968","4.07258064516129","4.19677419354839","4.31451612903226","11.5316129032258","5.56129032258065","0.550462702426522","0.419812220958941","0.442912307624813","0.515132729286065","0.538440386580376","0.300647594177548","5.68718979633331"
"38","Bourbon County Brand Coffee Stout","4.31798245614035","4.55592105263158","4.25657894736842","4.47368421052632","4.62061403508772","13","87","0.571084458755617","0.456513334441444","0.490526210292971","0.498754956517971","0.425469948500841","0","0"
"39","Bourbon County Brand Stout","4.0827485380117","4.43538011695906","4.20116959064327","4.38625730994152","4.48216374269006","14.5","87","0.696283321180125","0.510056561833244","0.493253288684977","0.551675487620827","0.583669910275941","0","0"
"40","Bourbon County Brand Vanilla Stout","4.18464052287582","4.4297385620915","4.14705882352941","4.34313725490196","4.41339869281046","13","87","0.551652689674077","0.433209066572421","0.498793143304051","0.497437987684021","0.521520681134262","0","0"
"41","Boy King Double IPA","4.37741935483871","4.39677419354839","4.3258064516129","4.25483870967742","4.35483870967742","9.5","56","0.460596505828474","0.447564746072683","0.358539372700249","0.396280359300275","0.402781489596978","0","0"
"42","Brasserie Des Rocs Triple Impériale","4.14437689969605","4.26595744680851","4.04255319148936","4.17021276595745","4.28115501519757","10","21","0.694912034406017","0.549330866257058","0.600823254618268","0.619716903076304","0.563750401801341","0","0"
"43","Brute","4.40687679083095","4.31661891117479","4.25071633237822","4.33094555873925","4.41260744985673","6.5","173","0.437874620241617","0.410926938982552","0.378336957234551","0.399445693392933","0.399656919035372","0","0"
"44","Cable Car","4.45375722543353","4.41618497109827","4.16473988439306","4.36127167630058","4.52601156069364","7","173","0.503649805682828","0.485455205229532","0.400253649917249","0.452194392696468","0.411555105079181","0","0"
"45","Cadillac Mountain Stout","4.29523026315789","4.11430921052632","4.14884868421053","4.11842105263158","4.26891447368421","6.7","12","0.492541015549581","0.457061580190636","0.442359992052042","0.565297496010662","0.482447227274476","0","0"
"46","Cantillon Blåbær Lambik","4.62820512820513","4.52884615384615","4.64423076923077","4.49358974358974","4.62820512820513","5","77","0.405095746833467","0.410508671926729","0.359253775810698","0.405554894606499","0.384673279348202","0","0"
"47","Cantillon Cuvée Des Champions","4.33238636363636","4.23579545454545","4.12215909090909","4.19034090909091","4.32670454545455","5","83","0.436252860668625","0.413794211354689","0.390044536251619","0.384511412020535","0.38518632698151","0","0"
"48","Cantillon Fou' Foune","4.34657039711191","4.44584837545126","4.1913357400722","4.31768953068592","4.45306859205776","5","77","0.598092504954554","0.502485581420397","0.407623039912239","0.472210809053645","0.497784554470493","0","0"
"49","Cantillon Gueuze 100% Lambic","4.25783132530121","4.27590361445783","4.12650602409639","4.24939759036145","4.38795180722892","5","83","0.550388637818354","0.44412165974922","0.384193847430221","0.444877851654508","0.461146855993424","0","0"
"50","Cantillon Lou Pepe - Framboise","4.2","4.32941176470588","4.21764705882353","4.18529411764706","4.35294117647059","5","77","0.574095635601394","0.498832608655855","0.444872555538967","0.506836313890016","0.515002897744273","0","0"
"51","Cantillon Lou Pepe - Gueuze","4.40625","4.3359375","4.11328125","4.23046875","4.37890625","5","83","0.395595832880133","0.366454469140105","0.387881606612161","0.477453645150727","0.415004476543544","0","0"
"52","Cantillon Lou Pepe - Kriek","4.3201581027668","4.31620553359684","4.35770750988142","4.300395256917","4.46245059288538","5","77","0.500266570511152","0.428190903280064","0.4172732268623","0.452812903627646","0.414964526273178","0","0"
"53","Cantillon Saint Lamvinus","4.3732782369146","4.29614325068871","4.28236914600551","4.30853994490358","4.46831955922865","6","77","0.552919920915271","0.499764034239951","0.453065563457716","0.494286488858946","0.482814249227655","0","0"
"54","Cantillon Vigneronne","4.13409090909091","4.16818181818182","3.88863636363636","4.08181818181818","4.27727272727273","5","77","0.476834684034953","0.444536969751821","0.498955946065953","0.505798670973267","0.485339233789668","0","0"
"55","Cherry Adam From The Wood","4.09848484848485","4.3459595959596","3.72979797979798","3.91414141414141","4.39141414141414","10","116","0.605933208422148","0.467479295541783","0.616170389444661","0.740559549871315","0.539859936904131","0","0"
"56","Chimay Grande Réserve (Blue)","4.24863115978099","4.19661523145844","4.20905923344948","4.24265803882529","4.37058237929318","9","21","0.533983906681017","0.497171773832922","0.45472022064053","0.519276909750795","0.511983593981379","0","0"
"57","Chocolate Rain","4.23584905660377","4.4811320754717","4.08018867924528","4.11320754716981","4.39622641509434","18.5","87","0.740680340953702","0.661616088873754","0.526157646359911","0.799651766077032","0.770642839675564","0","0"
"58","Choklat","4.06093489148581","4.46702838063439","4.1118530884808","4.17737896494157","4.32178631051753","11","87","0.694321010002054","0.502664264298138","0.462469205679486","0.519910160247343","0.573867980369595","0","0"
"59","Citra DIPA","4.63095238095238","4.69047619047619","4.36904761904762","4.37301587301587","4.5734126984127","8","56","0.392553046272392","0.375320011436418","0.36630257358178","0.401374669411326","0.418172199415509","0","0"
"60","Consecration","4.29191090269637","4.3599062133646","4.08909730363423","4.27842907385698","4.46658851113716","9.95252051582649","171.237983587339","0.525538160602574","0.420999247957283","0.457371297122686","0.459795697332167","0.470737325664701","0.460055978543004","17.0731885370404"
"61","Cuvée Van De Keizer Blauw (Blue)","4.14946380697051","4.30630026809652","4.21514745308311","4.25134048257373","4.38002680965147","11","21","0.597067538053302","0.463804501658099","0.448291063436762","0.500501305092434","0.540335962434865","0","0"
"62","Cuvee De Castleton","4.30748663101604","4.33689839572193","3.80748663101604","4.15775401069519","4.37700534759358","9","173","0.452410026203616","0.441620921162217","0.53163128299308","0.458470204496701","0.415888238416248","0","0"
"63","Cuvee De Tomme","4.13198757763975","4.31211180124224","3.79037267080745","3.95496894409938","4.36180124223602","11","173","0.652434998016263","0.497290991413147","0.71716853096417","0.787553191971929","0.547153937002438","0","0"
"64","Cuvee Des Jacobins Rouge","4.1962962962963","4.12222222222222","4.07407407407407","4.12962962962963","4.32592592592593","5.5","71","0.453412830801505","0.407333276335178","0.398310417265146","0.436073743262874","0.402040126267019","0","0"
"65","Czar Jack Imperial Stout","4.42436974789916","4.42016806722689","4.36974789915966","4.38655462184874","4.48739495798319","9.3","132","0.420041641711831","0.390475553594213","0.370879536806522","0.408785794005858","0.382133755500619","0","0"
"66","Dancing Man Wheat","4.37123287671233","4.24931506849315","4.23698630136986","4.22876712328767","4.33561643835616","7.2","170","0.459777613484179","0.46383591964103","0.401749898047358","0.416513344262965","0.432654045174619","0","0"
"67","Dark Horizon 1st Edition","4.14018691588785","4.35046728971963","4.24299065420561","4.3411214953271","4.47196261682243","16","132","0.474810749406244","0.401735346981422","0.467654151667885","0.409775196314667","0.399479470869177","0","0"
"68","Dark Lord Imperial Stout","4.14638971315529","4.37487636003956","4.40751730959446","4.47329376854599","4.41097922848665","15","132","0.772250358556159","0.554836395068027","0.525680010757478","0.643535201981098","0.73793136776296","0","0"
"69","Darkness","4.29583975346687","4.30893682588598","4.54160246533128","4.46995377503852","4.42449922958398","10.291217257319","132.063174114022","0.622617393529819","0.467803124164622","0.405168638560446","0.507906770956454","0.571710210858633","0.179677086753416","1.60939077755666"
"70","Deviation - Bottleworks 9th Anniversary","4.62053571428571","4.59821428571429","4.37053571428571","4.56696428571429","4.6875","6.83","173","0.451451790819041","0.347703441739773","0.384060429004881","0.382591540681818","0.386279318255212","0","0"
"71","Devil Over A Barrel - Bourbon Barrel-Aged Coffee Imperial Oatmeal Porter","4.30612244897959","4.37959183673469","4.09387755102041","4.26122448979592","4.4265306122449","8","11","0.477101976961118","0.526735846883525","0.421457348281184","0.490824134029015","0.451216711321116","0","0"
"72","Double Bastard Ale","4.11237169097785","4.22366288492707","4.26742301458671","4.28200972447326","4.36628849270665","10.5","13","0.585466636839556","0.455835179814878","0.426884127438854","0.503657393110747","0.523840496636294","0","0"
"73","Dreadnaught IPA","4.32916948008103","4.45982444294396","4.25185685347738","4.32140445644835","4.45746117488184","9.5","56","0.525871142409675","0.464525007585608","0.419585858923703","0.457306655889314","0.478468879793431","0","0"
"74","Drie Fonteinen Oude Geuze","4.26770833333333","4.30520833333333","4.22395833333333","4.21145833333333","4.3375","6","83","0.52960275648819","0.469390799532918","0.441042793446011","0.512448335736283","0.504313336671642","0","0"
"75","Drie Fonteinen Schaerbeekse Kriek","4.36338797814208","4.34972677595628","4.21584699453552","4.23770491803279","4.3879781420765","6","77","0.416584090778615","0.396533650435194","0.436796805148767","0.431645433869137","0.370280202132162","0","0"
"76","Duck Duck Gooze","4.53846153846154","4.41208791208791","4.24725274725275","4.41208791208791","4.57967032967033","7","173","0.465558354436332","0.414471683905128","0.374413916768273","0.40775227145989","0.430820752229128","0","0"
"77","Duet IPA","4.36702127659574","4.39494680851064","4.20345744680851","4.11436170212766","4.31648936170213","7","7","0.465764071406078","0.444523412015371","0.427973536001621","0.45042926728033","0.436158276951374","0","0"
"78","Duvel","4.34224489795918","4.15122448979592","4.51285714285714","4.25734693877551","4.32959183673469","8.5","23","0.558090446187219","0.501008100324431","0.488472674043345","0.535582690092312","0.529876905756302","0","0"
"79","Ephraim","4.43356643356643","4.56643356643357","4.3041958041958","4.34965034965035","4.48951048951049","10.5","56","0.452838318929297","0.394672989249106","0.380117499601634","0.455927181898095","0.465229503671444","0","0"
"80","Exponential Hoppiness","4.33333333333333","4.43181818181818","4.23787878787879","4.28181818181818","4.39242424242424","11","56","0.454070858433149","0.411520677188307","0.392081636370633","0.428082985914543","0.445958073887936","0","0"
"81","Fantôme Saison","4.36264534883721","4.3234011627907","4.18313953488372","4.22747093023256","4.40406976744186","8","134","0.580831589590272","0.51441129744492","0.488476255130457","0.51350155009355","0.54714902830216","0","0"
"82","Fat Head's Head Hunter IPA","4.25980392156863","4.34803921568627","4.04901960784314","4.05882352941176","4.30392156862745","7.5","7","0.534597063757863","0.476108480890245","0.430920060593176","0.44105026344673","0.576593198502975","0","0"
"83","Firestone 10 - Anniversary Ale","4.15196078431373","4.32352941176471","4.16176470588235","4.25490196078431","4.38235294117647","12","13","0.60028547534673","0.565716311123285","0.417214743397604","0.583371466152459","0.576677366549333","0","0"
"84","Firestone 11 - Anniversary Ale","4.36526946107784","4.48203592814371","4.11676646706587","4.35928143712575","4.56287425149701","11","13","0.470314960311791","0.40661775502478","0.428453747572043","0.44884801525452","0.384878484651297","0","0"
"85","Firestone 12 - Anniversary Ale","4.25414364640884","4.4585635359116","4.16850828729282","4.40883977900552","4.50552486187845","12","13","0.452213029108537","0.431014478484173","0.395182779353562","0.436182023380092","0.394366405615961","0","0"
"86","Firestone 13 - Anniversary Ale","4.30097087378641","4.39805825242718","4.09708737864078","4.29854368932039","4.46844660194175","12","13","0.449063012718068","0.409397077812982","0.338996024346674","0.478256809811123","0.4014905333308","0","0"
"87","Firestone 14 - Anniversary Ale","4.20445344129555","4.32186234817814","4.03846153846154","4.21052631578947","4.40688259109312","12.5","13","0.457214530487074","0.388670567760467","0.429523347958555","0.413455749536742","0.38707943133046","0","0"
"88","Founders Black Biscuit","4.2682119205298","4.25496688741722","4.17218543046358","4.34105960264901","4.49337748344371","10.5","116","0.49589929904194","0.386727939120316","0.416518737537277","0.466800674546615","0.424212034116932","0","0"
"89","Founders Breakfast Stout","4.35451638689049","4.41207034372502","4.36450839328537","4.3878896882494","4.50119904076739","8.3","87","0.500716785230584","0.443151934208895","0.437436621478326","0.469715839453652","0.445779175738022","0","0"
"90","Founders CBS Imperial Stout","4.59105180533752","4.55808477237049","4.45761381475667","4.57927786499215","4.69701726844584","10.6","87","0.42930944127586","0.407960997145907","0.375875441445445","0.411597722598492","0.39358921856648","0","0"
"91","Founders Imperial Stout","4.18599257884972","4.19526901669759","4.30473098330241","4.33441558441558","4.33116883116883","10.5","132","0.457536181541243","0.407845383689006","0.454162500199973","0.444394763127405","0.420320352770743","0","0"
"92","Founders KBS (Kentucky Breakfast Stout)","4.39751552795031","4.5703933747412","4.37707039337474","4.47981366459627","4.62629399585921","11.2","87","0.549802504221229","0.432931369511369","0.448285888026466","0.485529993814441","0.482304296038711","0","0"
"93","Framboise De Amorosa","4.18862275449102","4.34131736526946","3.93712574850299","4.10179640718563","4.2874251497006","7","173","0.564023749999458","0.376612278492203","0.668075010033915","0.464196812991896","0.479731305407286","0","0"
"94","Furious","4.33660130718954","4.37459150326797","4.27165032679739","4.20057189542484","4.37990196078431","6.2","7","0.490148459361194","0.43554253321962","0.421155854468342","0.456630626173687","0.444688456762158","0","0"
"95","Girardin Gueuze 1882 (Black Label)","4.25757575757576","4.28354978354978","4.17640692640693","4.23701298701299","4.36688311688312","5","83","0.560539879301541","0.481445262620965","0.436593089759416","0.516111520684483","0.516670703036225","0","0"
"96","Gratitude","4.17447916666667","4.27864583333333","4.16145833333333","4.20572916666667","4.36979166666667","11.5","5","0.498190169101998","0.470837773535412","0.496030270919439","0.519885699865804","0.438612708664994","0","0"
"97","Great","4.16386554621849","4.47058823529412","3.89075630252101","4.20588235294118","4.5","14","5","0.474382934146726","0.397524744177391","0.509068873605869","0.580078036487123","0.436666882304686","0","0"
"98","Great Lakes Barrel-Aged Blackout Stout","4.28464419475655","4.36704119850187","4.12546816479401","4.22097378277154","4.45505617977528","9.5","132","0.470430298938941","0.478994727971115","0.522237869921075","0.566822520712405","0.45661666091751","0","0"
"99","Great Lakes Edmund Fitzgerald Porter","4.32972972972973","4.17807807807808","4.23603603603604","4.16696696696697","4.36906906906907","5.8","11","0.466728576293882","0.438494645345076","0.411112057352522","0.464537600417267","0.414909235510821","0","0"
"100","Guinness Special Export Stout (John Martin - Belgium)","4.15131578947368","4.13486842105263","4.375","4.19736842105263","4.29276315789474","8","72","0.501783157053606","0.460241783336342","0.403830992122541","0.54029025415166","0.509655379433974","0","0"
"101","Haandbakk","4.13428571428571","4.23428571428571","4.04","4.07142857142857","4.29142857142857","8.5","70","0.557572147356187","0.438088098749566","0.399137000073391","0.49338813879219","0.492105159173046","0","0"
"102","Heady Topper","4.62579957356077","4.66098081023454","4.16311300639659","4.40511727078891","4.60874200426439","8","56","0.361259149944498","0.346212562625701","0.490882371000968","0.428742243582145","0.360893234746397","0","0"
"103","Hop Rod Rye","4.21745948771563","4.20987976999477","4.29560899111343","4.22582331416623","4.34239414532148","8","15","0.48650021023181","0.436611184626974","0.452551527109336","0.440760758429839","0.455229857576701","0","0"
"104","Hunahpu's Imperial Stout","4.36596736596737","4.36946386946387","4.58741258741259","4.51165501165501","4.56410256410256","11.5","87","0.574055753632281","0.500443673924422","0.415730490890601","0.467249170408061","0.486949256330753","0","0"
"105","Imperial Eclipse Stout - Evan Williams Bourbon","4.24793388429752","4.29338842975207","4.0495867768595","4.16528925619835","4.35123966942149","9.5","87","0.433608727916794","0.431419273481935","0.444432965875648","0.497445263957361","0.385381997174954","0","0"
"106","Isabelle Proximus","4.43229166666667","4.48177083333333","4.19010416666667","4.43229166666667","4.55729166666667","7","173","0.534759287564974","0.438262860213176","0.388386364526469","0.449664165938476","0.417984391017632","0","0"
"107","Ivan The Terrible","4.29353233830846","4.29601990049751","4.31840796019901","4.17412935323383","4.37313432835821","10","132","0.425332764078909","0.485473047245663","0.47234463343656","0.531062485197438","0.424352008202709","0","0"
"108","J.W. Lees Vintage Harvest Ale","4.06580732700136","4.36635006784261","4.07937584803256","4.28900949796472","4.40502035278155","11.5","63","0.759950606804941","0.541843523962328","0.479337338226498","0.601109681417999","0.666911506472663","0","0"
"109","Knuckle Sandwich","4.328125","4.35","4.271875","4.21875","4.33125","10","56","0.535080300210124","0.491436093467161","0.395918147153276","0.468127206815633","0.537544791171604","0","0"
"110","Kriek De Ranke","4.23394495412844","4.26376146788991","4.25","4.18807339449541","4.3394495412844","7","77","0.473095538618848","0.421669468893485","0.443202630213959","0.400397215365311","0.423289368100894","0","0"
"111","Kuhnhenn Bourbon Barrel Barley Wine","4.15254237288136","4.41949152542373","3.9364406779661","4.16949152542373","4.34322033898305","14.5","63","0.564280324407984","0.466714003931775","0.517004067539635","0.531970771412274","0.474563013307911","0","0"
"112","Kuhnhenn Bourbon Barrel Fourth Dementia","4.47474747474747","4.55555555555556","3.94191919191919","4.34090909090909","4.63888888888889","13.5","116","0.458278268566481","0.429785030014793","0.579173534689408","0.507500275630124","0.376536146771004","0","0"
"113","Kuhnhenn Fourth Dementia (4D)","4.08774373259053","4.2966573816156","4.11838440111421","4.2075208913649","4.36350974930362","13.5","116","0.546666056856459","0.48195362690394","0.453781944264371","0.479436627001875","0.475112388103348","0","0"
"114","Kuhnhenn Raspberry Eisbock","4.21256684491979","4.52540106951872","3.95855614973262","4.35561497326203","4.47058823529412","13.5","62","0.653616328721408","0.515207576375664","0.498274826244294","0.515713432687725","0.578146410829055","0","0"
"115","La Fin Du Monde","4.29802658074909","4.23197744663713","4.19391864679823","4.26439790575916","4.39609343536045","9","26","0.540823502202071","0.479591969476708","0.453244268878287","0.485972767310815","0.478039958985","0","0"
"116","Lagunitas Sucks Holiday Ale","4.26018099547511","4.37669683257919","3.98303167420814","4.08597285067873","4.30542986425339","7.85","56","0.422118578305292","0.441677839354424","0.444474102754494","0.434438756644534","0.459880119264538","0","0"
"117","Lips Of Faith - Le Terroir","4.25","4.19542253521127","3.99119718309859","4.08978873239437","4.28345070422535","7.5","173","0.487475649477922","0.541245942854492","0.395326018152207","0.42642563767465","0.480842231899717","0","0"
"118","Live Oak HefeWeizen","4.56211180124224","4.3027950310559","4.2111801242236","4.25465838509317","4.39130434782609","5.2","170","0.534649167220739","0.471054641194426","0.45903783822752","0.520956502337983","0.543140894883117","0","0"
"119","Mango Mama","4.36057692307692","4.375","3.75480769230769","4.13942307692308","4.38461538461539","6","7","0.499789911053075","0.491431434046431","0.693223763268161","0.459298382028644","0.503534927736236","0","0"
"120","Masala Mama India Pale Ale","4.48867069486405","4.36858006042296","4.4070996978852","4.33232628398792","4.39728096676737","5.9","7","0.479007152409782","0.425308405066569","0.421682803081217","0.450899617696129","0.457770539108091","0","0"
"121","Matt","4.3030303030303","4.55151515151515","3.87575757575758","4.17272727272727","4.50606060606061","11.5","13","0.53447309846106","0.443875128095957","0.6256851381419","0.645468598579097","0.532446833449923","0","0"
"122","Melange No. 3","4.09090909090909","4.42272727272727","4.06363636363636","4.29545454545455","4.42272727272727","15.5","13","0.697905839255595","0.49393738987946","0.474627284525461","0.595454704620241","0.521053817662581","0","0"
"123","Mother Of All Storms","4.28185328185328","4.51930501930502","4.20656370656371","4.3976833976834","4.52316602316602","13.5","63","0.58708553060931","0.439800319839922","0.462546212645526","0.490366932849088","0.452645127958267","0","0"
"124","Myrcenary Double IPA","4.26283987915408","4.27945619335347","4.1238670694864","4.12839879154079","4.32175226586103","9.3","56","0.416089043914208","0.499697793867828","0.420754913729414","0.43097159914693","0.44032833371488","0","0"
"125","Nelson","4.37142857142857","4.43452380952381","4.15357142857143","4.16309523809524","4.35595238095238","7.08761904761905","7.0047619047619","0.463609226797934","0.499282073512118","0.428252381527938","0.463662848125065","0.450497256547261","0.179202816044634","0.0689241600171671"
"126","Oak Aged Dark Lord Imperial Stout","4.30281690140845","4.57746478873239","4.45774647887324","4.6056338028169","4.59154929577465","13","132","0.621590691302351","0.418100121403153","0.427316207210726","0.432832440658213","0.467450146429182","0","0"
"127","Odin's Tipple","4.20670391061453","4.25139664804469","4.33798882681564","4.20949720670391","4.31843575418994","11","132","0.507538426658694","0.401452075287632","0.484603834362619","0.52141690466967","0.432845056295437","0","0"
"128","Ola Dubh Special Reserve 30","4.19512195121951","4.26341463414634","4.14146341463415","4.23658536585366","4.36341463414634","8","116","0.520157979166226","0.447079903351594","0.463879426607238","0.527552663276274","0.462705226094735","0","0"
"129","Old Rasputin Russian Imperial Stout","4.17422050787528","4.19864995178399","4.37399549983928","4.23175827708132","4.34217293474767","9","132","0.547303381932829","0.447477506592171","0.430212030255462","0.503812564743761","0.492551239752481","0","0"
