"","Beer Style","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds"
"13","Belgian Strong Dark Ale","3.91332167554248","3.97225975677609","4.00829292849005","3.9374850965742","4.02925045703839","9.43151719541456","21","0.635337134006112","0.543944946916938","0.506133340571844","0.580384454775814","0.605879454159877","1.81557992632062","0"
"14","American IPA","3.9652211998027","3.89410303947749","3.96852516456041","3.86747571989863","3.92236320650418","6.63505894100597","7","0.610760354150401","0.589012022120464","0.49598045536312","0.544712718566792","0.61061574313556","0.576971250396372","0"
"15","American Stout","3.86531094628739","3.88426114597767","3.98359687016057","3.77331078327492","3.8864618143288","6.28350274239207","12","0.671099883089154","0.58439452451883","0.521988594480418","0.661202221744581","0.66704402903554","1.10648280737973","0"
"16","Russian Imperial Stout","4.02308374438841","4.07657632692272","4.21007223484639","4.08692198267103","4.14956862310407","9.98680509806857","132","0.635445623680923","0.542319180191192","0.508613885109135","0.618877521390662","0.617458826574958","1.59527619629629","0"
"17","American Amber / Red Ale","3.78101025114205","3.62725404909182","3.81018994120347","3.65669602850211","3.69612686061507","6.03203282223287","4","0.670689095207631","0.622301859987568","0.543047250093506","0.610144588645069","0.663731028538541","1.19629222273579","0"
"18","American Strong Ale","3.87350133041164","3.9795742682736","4.02674910001565","3.95550164344968","4.03388636719361","9.76756386133878","13","0.69569935004709","0.59187308024142","0.529728916718503","0.612512888137345","0.660361841203051","2.93478300318445","0"
"19","Märzen / Oktoberfest","3.7726905581771","3.50469753007695","3.71991242613612","3.63471921098499","3.64300896994431","5.86627106125652","115","0.646475943814091","0.57371464684163","0.52881806193041","0.583280891247873","0.622004523938387","0.954049481661224","0"
"20","American Adjunct Lager","3.00165859052327","2.4802107385606","2.7885459689746","2.73547107222999","2.68311164590718","4.86185893233031","9","0.940492596488565","0.719682498201971","0.737898904214478","0.779796468475339","0.821452005031043","0.422343919172953","0"
"21","American Blonde Ale","3.59174131698884","3.31329561527581","3.50887945937451","3.43273613075593","3.39961496149615","5.03325062494214","30","0.732068791920118","0.637984940599583","0.59885264371737","0.648069348439808","0.681556528569324","0.698486138848012","0"
"22","Euro Pale Lager","3.20277546489037","2.84707188454066","3.17002497918401","3.06236469608659","2.99830696641687","5.07188678170739","90","0.810831430632603","0.694479454057338","0.662154530807575","0.700765781382597","0.746859691229378","0.464501172273318","0"
"23","English Brown Ale","3.76213393405693","3.54927810772066","3.73366782715544","3.56220561130453","3.65722916240016","5.24436614238871","34","0.639658971081193","0.580842055367412","0.520214488324981","0.60527861581933","0.614314310182251","0.698328930066089","0"
"24","Scotch Ale / Wee Heavy","3.87426179691531","3.87500716702024","3.89358408348145","3.87816065592569","3.97236396995585","8.16910274095844","160","0.606551394420229","0.553373496070023","0.485069042360716","0.566889923553705","0.590525317835327","1.27060794124992","0"
"25","Fruit / Vegetable Beer","3.41512359351466","3.52556037919731","3.51798529281474","3.39583887067718","3.40525973834205","5.80538064717836","75","0.891716576430248","0.792306991591722","0.683815235955489","0.760254249465165","0.874274203084822","2.23217919429301","0"
"26","American Double / Imperial Stout","4.02981954442363","4.16066462873484","4.16363277783256","4.09866877033823","4.18723005620747","10.6053196665736","87","0.666456616679624","0.570495714072075","0.515715068079009","0.621489194967968","0.631365993023432","2.78486506129596","0"
"27","Belgian Pale Ale","3.81993386380076","3.7434122145293","3.87162860390617","3.73121835279529","3.75359098894285","6.12595673788872","24","0.673764833654427","0.601814590888298","0.564146538518755","0.608539018515501","0.645842361595326","0.858527104374991","0"
"28","English Bitter","3.78405599180608","3.51752589052009","3.74644360987823","3.59485603732787","3.6313872766587","4.32237338748208","28","0.713874741089362","0.601878935690436","0.528827130273887","0.625878621471323","0.643309734966985","0.557069329884335","0"
"29","English Porter","3.91794642857143","3.84165178571429","3.93544642857143","3.78866071428571","3.90986607142857","5.69189625307685","66","0.636115261517902","0.56043139676015","0.508506772938746","0.629317654248308","0.622182715357109","0.888302238988169","0"
"30","Irish Dry Stout","3.78233425962684","3.55005954743946","4.03556967050417","3.60742358078603","3.63838824930528","4.88884830983523","93","0.709713866745622","0.63618504869063","0.579722241570304","0.724448605311003","0.695974568789586","0.831416047744798","0"
"31","American Barleywine","3.89675621071535","4.01934301107453","4.03653472014367","3.99652050284346","4.04263319365459","10.7038163203167","5","0.620663163181743","0.524656745869916","0.478718882112908","0.552249128600332","0.598374892133933","1.41362180603442","0"
"32","Belgian Strong Pale Ale","3.89560177834233","3.91192442045094","3.96135281041601","3.89296602095903","3.94350587488091","8.66326172311425","23","0.651450374769462","0.55677308190249","0.556730130488315","0.577973101906512","0.62032325832524","1.32656146848402","0"
"33","Doppelbock","3.87280519839624","3.85863403843495","3.9097654269782","3.88928061200977","3.95907645513618","8.28634681255947","54","0.660446529816802","0.577427824152272","0.52551809172086","0.615337903193914","0.63733576671601","1.7417824976651","0"
"34","Maibock / Helles Bock","3.82918669305438","3.62044105173876","3.78022806521534","3.7594477429083","3.77608142493639","6.84481689862797","103","0.623725912003445","0.547557022872219","0.511598909970086","0.54873175376014","0.590369575909172","0.702743315413977","0"
"35","Pumpkin Ale","3.6196463022508","3.75446945337621","3.67540192926045","3.55546623794212","3.62958199356913","6.59120749899207","74","0.742863145372945","0.697909208767109","0.585581533786891","0.689628538685528","0.775799313871887","1.6008779637345","0"
"36","Dortmunder / Export Lager","3.83310810810811","3.46509009009009","3.6865990990991","3.66238738738739","3.65596846846847","5.46545003543586","55","0.725944570084312","0.656571090399134","0.627099339081144","0.65344645657759","0.703231980678924","0.630189151489181","0"
"37","Euro Strong Lager","2.86251835535976","2.87243024963289","3.22944199706314","2.96806167400881","2.82544052863436","8.0306335174954","89","0.923886934227066","0.7510354003048","0.691642239229308","0.795858118822178","0.871941319188302","1.03782642144181","0"
"38","Euro Dark Lager","3.412926776895","3.26841314150741","3.59458879106721","3.2790423019111","3.32649774532961","5.28407625964594","89","0.761360382676329","0.667897849361125","0.583103226129634","0.706215430177031","0.740244424523617","0.801613241508526","0"
"39","Low Alcohol Beer","2.57826810990841","2.46336386344713","2.91756869275604","2.51915070774355","2.46294754371357","0.566705882352941","177","1.00732434269728","0.841817483183297","0.842782742161766","0.876336851959098","0.897264902214527","0.444878534507853","0"
"40","Weizenbock","4.00796855078623","4.0446770080748","4.00929664258394","3.99070335741606","4.07734806629834","8.13548156956005","171","0.598310087727517","0.519256569311955","0.510222411637671","0.540952432220809","0.580030246989479","0.892846727538662","0"
"41","Extra Special / Strong Bitter (ESB)","3.8470253311643","3.64051243318615","3.83328491749942","3.71760980711132","3.75798861259586","5.76808472479901","68","0.619522312702347","0.551876841660249","0.498901301184926","0.566617916716821","0.59056610180016","0.804717082444105","0"
"42","Bock","3.64781401804303","3.44665163081194","3.69183726578765","3.52207668285913","3.56011450381679","5.89702720029307","163","0.699683585072923","0.642957103130916","0.57393440526346","0.663047079161599","0.689769623246072","0.929820398727157","0"
"43","English India Pale Ale (IPA)","3.7324707061846","3.56645153205088","3.76091860392255","3.64512187480419","3.64505921423648","6.13196466983899","65","0.669063469005771","0.628009892443499","0.539778431684566","0.596964463658122","0.663427352127178","0.915253385910447","0"
"44","Altbier","3.8240537398269","3.62401498514404","3.80932696034104","3.71308616457822","3.74486500452138","5.82857815312197","1","0.647032701652937","0.58230203568022","0.514902789734534","0.590926698708512","0.628932936608197","1.39201822771104","0"
"45","Kölsch","3.78962331201137","3.39327173655532","3.56218905472637","3.58534707415304","3.54655294953802","4.97134166774069","94","0.69258011794763","0.598079483175337","0.585114359488382","0.602954208184768","0.642334687178906","0.415459711034055","0"
"46","Munich Dunkel Lager","3.71407883138144","3.45076186878227","3.68467447424758","3.52361163581413","3.58959828736935","5.11508144671452","108","0.657169909924573","0.602811202977347","0.54396446620454","0.614714901692916","0.624641037323359","0.438542962383301","0"
"47","Rye Beer","3.9817374136229","3.89383020730503","4.00153010858835","3.92300098716683","3.99990128331688","6.72329149377593","15","0.593063985635094","0.566669275086568","0.522872663489865","0.552589357055368","0.593511490333752","1.23378181215581","0"
"48","American Pale Wheat Ale","3.64691786481573","3.4041480746984","3.5454676912907","3.4900016526194","3.4588704346389","5.18815648071294","14","0.743689730510872","0.677234519773901","0.594331109448539","0.649787432782511","0.718749939655212","0.879920823404181","0"
"49","Milk / Sweet Stout","3.89252620385842","3.83271304876196","3.96092207200365","3.79766064104512","3.89450098739177","5.79245499960352","162","0.655452724530857","0.572459495423352","0.538149225012691","0.666857875666424","0.643171610523901","1.10475300698405","0"
"50","Schwarzbier","3.83502951353552","3.61785060044779","3.87070018318746","3.66654793405251","3.74893140647262","5.16682247954956","135","0.63679244256268","0.562847088701895","0.500277234361432","0.597679508178075","0.610227820450445","0.85114248238792","0"
"51","Vienna Lager","3.76256421710967","3.43410766138039","3.69834710743802","3.56030824212642","3.60380835380835","5.02034896270536","167","0.686363442760823","0.61612273849111","0.561948741973913","0.623807567879505","0.647513707551524","0.593993772799878","0"
"52","American Amber / Red Lager","3.56460100955859","3.21329610138546","3.52749436150789","3.35479540328644","3.37359037697347","4.95913008130081","4","0.755956830525887","0.649662718628006","0.603290426508544","0.671155230334612","0.701863093264007","0.564427841106475","0"
"53","Scottish Ale","3.77794810029563","3.61135442899376","3.80636154604183","3.66183072374904","3.7139494142122","5.73126978543792","160","0.63348305634504","0.571799740891005","0.503905073894915","0.59286661435399","0.614108369447143","0.992447461536332","0"
"54","Witbier","3.77689117451891","3.64087591240876","3.68669542136695","3.62574651625747","3.65215660252157","5.4775211945714","175","0.702846348252268","0.615472360883838","0.579390584279038","0.624744433720611","0.672997108237136","1.28396382087844","0"
"55","American Black Ale","3.93447492573825","3.93045605451686","4.11292154464442","3.9102306482614","3.97160580115324","7.9739811827957","148","0.562234836820615","0.526463760211993","0.454750076925451","0.52466569614563","0.576045169380725","1.45482004200039","0"
"56","Saison / Farmhouse Ale","3.96256353240152","3.93203621346887","3.99752223634053","3.8955209656925","3.93265565438374","7.02161175510204","134","0.618309512123449","0.541015744789665","0.516917543180666","0.553511225689606","0.597540677751585","1.25809785095542","0"
"57","English Barleywine","3.85059354744738","3.97137863229189","3.90860097589396","3.93165100866652","3.99213458597335","10.9180669642857","63","0.672839135854683","0.583847387152774","0.504805330124097","0.606237574286941","0.653560506317286","2.00579964185584","0"
"58","English Dark Mild Ale","3.83751080380294","3.53608470181504","3.74848746758859","3.56201382886776","3.63980121002593","4.06448373408769","53","0.731274099186414","0.580798430490774","0.525040795210159","0.653683902198701","0.642063627631068","0.676301282256304","0"
"59","California Common / Steam Beer","3.84782070331847","3.52649826646855","3.77538385339277","3.6905646359584","3.71384348687469","5.28941653584511","38","0.647250969665761","0.559814516304121","0.508236142919646","0.562561314221932","0.605604276142897","0.570516003777798","0"
"60","Czech Pilsener","3.79466248037677","3.44427001569859","3.64105180533752","3.60616169544741","3.60341444270016","4.97881658771711","31","0.71430479534988","0.637082586303699","0.59480902727809","0.625407712649875","0.658803175677767","0.434522289452078","0"
"61","English Pale Ale","3.68656525083326","3.42062644218443","3.69588069395778","3.53899239381249","3.52959148790702","5.01771220942958","65","0.698990955473385","0.614442839703585","0.556460627095198","0.629179141470963","0.654041679194988","0.594056966283788","0"
"62","Belgian IPA","3.95870419372945","3.97975302702269","4.07521449763451","3.94455135915324","4.00785823109614","8.34938822184105","147","0.572612904214556","0.511349743022437","0.481114784165701","0.498748012708613","0.566133915016193","1.24870205829975","0"
"63","Tripel","3.91428712740702","3.91397388551833","3.95291479820628","3.91314956475864","3.96305394355051","8.91575550366911","26","0.629925492537123","0.546455584819008","0.549170374986642","0.578626350058172","0.612351622278274","0.899957776636145","0"
"64","Flanders Oud Bruin","3.9025025025025","3.93743743743744","3.8997997997998","3.85655655655656","3.95905905905906","7.38819331158238","70","0.684079894534455","0.602474406371124","0.497410152884107","0.614774830539827","0.672843799145964","2.25419166255848","0"
"65","American Brown Ale","3.85743368778907","3.78331422698344","3.88743724552318","3.76578250385421","3.86587342372613","6.57058955131127","6","0.622634187589183","0.572484975428031","0.490006371726121","0.59000749545433","0.613256481647511","1.93723519484455","0"
"66","Winter Warmer","3.70393494990562","3.70717777455109","3.84463481922463","3.67053869609409","3.71860026136199","6.58521656496949","85","0.670783235848429","0.59663567651906","0.508770026124403","0.608083531302454","0.663198778296017","1.12359781097507","0"
"67","Smoked Beer","3.7582049564635","3.83858004018754","3.82200267916946","3.72906898861353","3.81865371734762","7.04860473330978","42","0.655967064828395","0.576826522717199","0.509094648829524","0.601454633069683","0.649971262847224","1.39596503199907","0"
"68","Dubbel","3.92173347345243","3.90039033178201","4","3.88089876394936","3.94700495421108","7.56652106727104","22","0.627003490950312","0.576431169676521","0.521555191553159","0.610030225561375","0.625976496557414","0.941839952379811","0"
"69","Flanders Red Ale","3.99272208883553","4.04404261704682","4.00180072028812","3.97088835534214","4.0906362545018","6.08818985220174","71","0.675285390700606","0.570528307962994","0.478014050307354","0.583986663694738","0.652205726832185","0.933129196219347","0"
"70","Dunkelweizen","3.85678180286436","3.73982027520359","3.87243751755125","3.7140550407189","3.76783206964336","5.45201068407776","59","0.644880614323011","0.585228333158286","0.539203108516242","0.605575263814338","0.622604701106643","0.66056501167101","0"
"71","Roggenbier","3.94849785407725","3.83476394849785","3.82403433476395","3.82510729613734","3.91952789699571","5.62313924050633","130","0.531307878057259","0.463221129837146","0.531928557436465","0.523627226501591","0.482449609909475","0.832877873177613","0"
"72","Keller Bier / Zwickel Bier","3.98108838286376","3.68004631416442","3.84195291393284","3.80663836356619","3.84118101119259","5.19368334700574","95","0.625726860971036","0.538394006246613","0.519143085986891","0.564259113835987","0.566229821584523","0.550630154744421","0"
"73","Belgian Dark Ale","3.74732497707123","3.686716600428","3.88948333842862","3.65859064506267","3.71896973402629","6.29747693286669","21","0.642221838335026","0.563119664636551","0.514444535888082","0.605447447338482","0.622548806653133","0.820926634023726","0"
"74","Bière de Garde","3.88029424877396","3.81847228414326","3.90526081141329","3.82285629365433","3.86030613761332","7.29619262603461","29","0.61604186777031","0.560081356504422","0.522509631483914","0.559660683418269","0.604640173820217","1.35627922211178","0"
"75","Japanese Rice Lager","3.11998706338939","2.65038809831824","2.99644243208279","2.91558861578266","2.84540750323415","4.95753424657534","100","0.797850023517397","0.63311260016885","0.669603772795072","0.719688135604937","0.72542918588691","0.243834521333156","0"
"76","Black & Tan","3.48685326547922","3.27141645462256","3.62616624257846","3.29834605597964","3.35496183206107","5.37137460172963","148","0.720065891492391","0.640452702720143","0.580117299314822","0.672940075483939","0.688531714103126","0.830606754954769","0"
"77","Irish Red Ale","3.68972959248445","3.42497143582582","3.76386949346198","3.54367144852101","3.55192332106132","5.26702377698825","92","0.672191137132143","0.590862592461885","0.531068431803676","0.614749824388486","0.635645834908086","0.727955980473415","0"
"78","Chile Beer","3.11329833770779","3.30008748906387","3.34711286089239","3.26881014873141","3.30971128608924","6.32271599045346","155","1.12707979026564","0.914780164549883","0.849846412918276","1.00959644072822","1.09658798644368","1.88691759150778","0"
"79","English Stout","3.7481776010603","3.65059642147117","3.88419483101392","3.60023194168323","3.70228628230616","5.24738037024101","87","0.666349907933557","0.575088852336161","0.562994295305048","0.678137654684481","0.635058562973835","0.889246918090592","0"
"80","Cream Ale","3.60227715064227","3.28853639548462","3.51294277929155","3.50934215648112","3.42604126119112","5.29536637018213","45","0.74471773709888","0.657239049309554","0.624805097923118","0.668407696574162","0.687975602813572","0.746144991452296","0"
"81","American Wild Ale","4.09326177363156","4.12675620995841","4.00545127571091","4.04063167359784","4.14993818140946","7.71363377946228","173","0.654241919747852","0.565143268940897","0.501611589608364","0.574526373763535","0.634219886019688","1.64043654010927","0"
"82","American Double / Imperial Pilsner","3.85869365225391","3.87083716651334","4.00947562097516","3.90597976080957","3.93744250229991","8.19392512972572","52","0.633527831171731","0.540472348058523","0.487469411574879","0.530441663214647","0.58900964440652","0.872023847969592","0"
"83","Scottish Gruit / Ancient Herbed Ale","3.68684114867321","3.74136677571792","3.64703744093057","3.63340603416939","3.7457288258815","5.85762183950165","155","0.679160885901786","0.565760135786215","0.518309614435087","0.599557408111815","0.625775827914033","1.42399273266756","0"
"84","Wheatwine","3.81556273559505","3.96903607969844","3.90710823909532","3.94103392568659","3.97711362412493","10.6625347415231","172","0.650293698565023","0.536680189641367","0.478307327920942","0.566500502866749","0.613290862651089","1.18612234025363","0"
"85","American Dark Wheat Ale","3.64387755102041","3.49965986394558","3.67108843537415","3.53979591836735","3.56632653061224","5.69526359832636","14","0.644302620317593","0.577104477454361","0.525212692177273","0.61212056433308","0.622246508222234","0.92633388453279","0"
"86","American Malt Liquor","2.67885350318471","2.41388535031847","2.83783439490446","2.65375796178344","2.54114649681529","7.37117754569191","8","1.03382458984091","0.850794622937809","0.807636146319092","0.883570891555167","0.955242634899718","1.69988065803807","0"
"87","Baltic Porter","3.955409609402","3.94637919115105","4.03953508468718","3.94270653301072","4.03326996197719","8.24774131443073","19","0.590558281444649","0.536376861217084","0.487299832595678","0.583419275720455","0.580945907544554","1.2735147169276","0"
"88","Munich Helles Lager","3.86944091486658","3.46950444726811","3.61899618805591","3.64682337992376","3.66626429479034","5.00139406950221","109","0.692405706743082","0.606984914062656","0.584711177417562","0.611824392174411","0.633268101020885","0.364200021064313","0"
"89","Kristalweizen","3.72050816696915","3.4437386569873","3.63203266787659","3.50657894736842","3.49637023593466","5.1251178133836","169","0.75004403891071","0.691536144703203","0.700197266040014","0.687959677633471","0.708860645249674","0.326404570557227","0"
"90","English Pale Mild Ale","3.65785714285714","3.39214285714286","3.54571428571429","3.50928571428571","3.48357142857143","4.38722650231125","105","0.77589468935938","0.605892365822332","0.58722345983806","0.667763378522275","0.677727701605145","0.669623313706674","0"
"91","Lambic - Fruit","3.89228310502283","3.9758904109589","3.96502283105023","3.86716894977169","3.96662100456621","4.98831571736152","77","0.729748217968954","0.63483633857358","0.564386139716268","0.642587531565994","0.699806868779594","1.40532660653951","0"
"92","Old Ale","3.89900020403999","4.00727742637557","3.94198462898728","3.94504522886486","4.05713119771475","9.51878151260504","116","0.640296240136231","0.556232621889727","0.51464822956951","0.595212646431249","0.612636720623991","2.2527608305006","0"
"93","Quadrupel (Quad)","4.07162999004755","4.13253345128829","4.11796417118213","4.1249861771536","4.2109089903793","10.461469653904","26","0.629627611235528","0.54414303306642","0.514112339834155","0.589710816349661","0.601433071382804","0.962495361890206","0"
"94","Braggot","3.65240384615385","3.75961538461538","3.76826923076923","3.72307692307692","3.74375","9.43952615992103","32","0.673715217868713","0.570280857265497","0.493121975371419","0.588832676513361","0.628914593509149","2.30983743686431","0"
"95","Lambic - Unblended","4.04892280071813","4.11804308797127","3.91247755834829","3.96499102333932","4.12432675044883","5.29991337824832","158","0.656766362667161","0.528374861767541","0.514582116539369","0.629561271322194","0.5972614540057","1.40157085427083","0"
"96","Eisbock","3.97709350356741","4.15677806984604","3.96451370634623","4.11359369132557","4.21160345475028","11.3928522856063","62","0.62507781745987","0.528949725504158","0.496757534974169","0.531639055930232","0.564745460787576","2.39977253624498","0"
"97","Berliner Weissbier","3.90115107913669","3.66935251798561","3.6926618705036","3.78374100719424","3.81237410071942","4.22276166456494","27","0.767858837985835","0.615381904713379","0.57203161804999","0.633508603805587","0.681541294336827","0.93698181016954","0"
"98","Kvass","3.35521885521886","3.33838383838384","3.47643097643098","3.2003367003367","3.33164983164983","2.00698689956332","100","0.964355285919623","0.725366692547182","0.600773760186903","0.768532223229305","0.836422747241496","1.06821876036843","0"
"99","Faro","3.60016420361248","3.67898193760263","3.75451559934319","3.64532019704433","3.62807881773399","4.67717569786535","98","0.762386729701144","0.617042725426822","0.498435186394245","0.610878846203922","0.734499753923981","0.979269281652081","0"
"100","Gueuze","4.08628723581295","4.11757363954069","4.0348643701115","4.04667998002996","4.12714261940423","5.59823747680891","83","0.641316325380514","0.560085507973941","0.499990997665569","0.575471824250552","0.614930608760918","0.88079956560465","0"
"101","Gose","3.96501457725948","3.783527696793","3.90816326530612","3.89285714285714","3.90743440233236","4.68837920489297","82","0.622169913485896","0.508473977075676","0.415422194379283","0.505264258386559","0.604571495169063","0.333921160508287","0"
"102","Happoshu","2.9149377593361","2.5954356846473","2.9253112033195","2.74066390041494","2.65560165975104","5.26582278481013","100","0.986378527887051","0.756375621117775","0.79753683734084","0.841728117664124","0.880139519620176","0.626914574496351","0"
"103","Sahti","3.70028275212064","3.82799245994345","3.6559849198869","3.72714420358153","3.80537229029218","8.53824701195219","133","0.706566181636525","0.635697970247708","0.575796819312912","0.609870266854564","0.635846915498085","1.45470369019338","0"
"104","Bière de Champagne / Bière Brut","3.64818355640535","3.73470363288719","4.04588910133843","3.7925430210325","3.69311663479924","10.6228626320845","100","0.866180942210119","0.704483426155943","0.611920909246425","0.741769406361846","0.834650567098846","1.39272694233996","0"
